Title,Link,Date,Summary
呱吉驚爆市議員撈錢內幕　突踩剎車「不好說…」,https://www.ettoday.net/news/20181230/1344205.htm?from=pctaglist,2018-12-30 18:37,網紅「呱吉」邱威傑當選台北市議員，日前他在網路節目上爆料，市議員可以撈錢，否則怎麼會有人花一兩千萬去選舉，這絕對是有好處的，而說到重點時卻一時嘴軟「我不好說我現在的同事們是怎麼幹的」。
傾家蕩產選舉幹嘛？　呱吉老實招了「議員一年撈多少」,https://www.ettoday.net/news/20181230/1344218.htm?from=pctaglist,2018-12-30 16:51,知名Youtuber「呱吉」邱威傑成功當選北市松信區議員，有人問：「你選舉是不是為了撈錢？」他受訪時坦承：「說真的，如果我要撈錢，我就繼續做Youtuber了。」但也不諱言「議員的確可以撈錢」。
新科議員第一天！游淑慧怕柯文哲跑去選總統　呱吉議場玩拍片,https://www.ettoday.net/news/20181225/1340237.htm?from=pctaglist,2018-12-25 16:29,台北市議會63位議員25日就職，正副議長選舉分別由國民黨籍的陳錦祥及葉林傳擔任。這次台北市議會中有不少新面孔，「網紅」無黨籍議員邱威傑（呱吉）在議場玩拍片，藍營新科議員游淑慧則是暗諷擔心市長跑去選總統，社民黨議員苗博雅則強調「粉絲不適合當議員」。
還沒進市議會就轟動　網紅呱吉靠2箱策略把「知名度化選票」,https://www.ettoday.net/news/20181216/1331661.htm?from=pctaglist,2018-12-16 07:12,按下舊大樓民宅的電鈴，站在客廳與員工開會的邱威傑、網友熟知的「呱吉」親自來開門。這天，他行程滿檔，原本的新媒體業務、籌組中的議會團隊，邱威傑穿梭各處辦公，加上太座幫他掛號到醫院檢查胸悶，原本語速就快的他，沒落坐就搶答未來如何分配時間的問題，「會期出席八、九成，剩下的時間就上班。」
呱吉旋風！　網紅素人參政是好還是壞？,https://www.ettoday.net/news/20181211/1321937.htm?from=pctaglist,2018-12-11 19:00,呱吉本名邱威傑，是「上班不要看」 YouTube 頻道的工作團隊的老闆，同時也經營著「呱吉」這個個人頻道。而他在本次「九合一選舉」中，參選了台北市松山信義區的議員，並且以 11786 票、大約是 5.28% 的得票率成功擠進當選名單。
影／「有人說台灣人對周子瑜和吳寶春有雙重立場」　呱吉：同一件事嗎？,https://www.ettoday.net/news/20181211/1327760.htm?from=pctaglist,2018-12-11 08:44,曾獲得世界冠軍的麵包大師傅吳寶春表示，他是「一個生於中國台灣的麵包師，台灣是養育我的土地，身為中國人是我的驕傲。」對此，台北市議員當選人、網紅「呱吉」邱威傑認為，「今天麵包師吳寶春說中國台灣時，讓許多人錯愕傷心。有人說台灣人對周子瑜和吳寶春有雙重立場。真的嗎？周子瑜和吳寶春是同一件事嗎？」有網友說，「我覺得明天吳寶春宣布買一送一就解決了，對台灣有用⋯」
影／王浩宇爆氣全招　中間人騙他「呱吉希望你也來」,https://www.ettoday.net/news/20181209/1326785.htm?from=pctaglist,2018-12-09 20:35,台北市議員當選人、網紅「呱吉」邱威傑9日在臉書狠譙桃園市議員王浩宇透過第三者約吃飯，事後還把消息放給媒體。對此，有不少網友留言要王浩宇公佈中間人到底是誰，而王浩宇也發文說，就是綠黨秘書長張志偉。
影／密約吃飯消息遭曝光　呱吉狠譙王浩宇「X你媽的」,https://www.ettoday.net/news/20181209/1326698.htm?from=pctaglist,2018-12-09 17:50,台北市議員當選人、網紅「呱吉」邱威傑9日在臉書爆氣發文，狠譙桃園市議員王浩宇透過第三者約吃飯，但事後消息卻走漏讓媒體知道，除了用三字經罵王浩宇之外，更批評「X你們真的垃圾」。
翻出祭品文！韓國瑜若當選「我吃掉自己懶X」　萬人笑：跟世堅一起執行吧,https://www.ettoday.net/news/20181125/1315545.htm?from=pctaglist,2018-11-25 17:42,九合一大選綁10案公投堪稱台灣最大宗選舉，在選舉前夕也有不少人放話「OOO選上我就XXXXX」，現在開票結果都已出爐，網友紛紛挖出曾許下承諾的留言。其中一名男網友曾在個人臉書表示「韓國瑜會當選，我吃掉自己懶X」，貼文被截圖PO到爆怨公社，網友紛紛笑噴「記得沾醬油喔」、「是要煎還是炸」。
影／只想做4年！網紅呱吉初闖政壇：橇開一扇門，讓更多人進來,https://www.ettoday.net/news/20181125/1315568.htm?from=pctaglist,2018-11-25 16:05,九合一大選開票結果出爐，高人氣網紅、《上班不要看》負責人「呱吉」邱威傑成功擠入台北市松山、信義區議員名單，吊車尾當選市議員。他在確定當選後也在youtube頻道直播發表感言，他表示為了避免自己向政治勢力妥協，他只會做完這一任，之後會尋找理念和他相同的年輕人，把理想傳承下去。
快訊／高人氣網紅「呱吉」邱威傑吊車尾上議員　在看電影不管開票,https://www.ettoday.net/news/20181124/1315068.htm?from=pctaglist,2018-11-24 21:52,根據中選會最新開票結果，高人氣網紅、《上班不要看》負責人「呱吉」邱威傑成功擠入台北市松山、信義區安全名單，以吊車尾當選市議員。網友不可置信的說，想做社會實驗的呱吉最後竟然當選，得票甚至贏過吳崢，「然後他現在正在跟她老婆，在電影院看電影也沒在關注開票！」
目標120萬！「呱吉」參選議員公開募資　1天就達69萬元,https://www.ettoday.net/news/20181004/1273168.htm?from=pctaglist,2018-10-04 12:49,知名Youtuber「呱吉」邱威傑8月底正式登記參選松山、信義區議員，當時他帶著20萬現金去登記，同時也提出自己政見主軸「民主政見開箱城市」。3日下午1時許他在臉書貼出競選募資訊息，還不到1天、截至4日中午12點30分，已經募集超過69萬元，募資進度達58％。
蔡正皓／置入性新聞也受新聞自由保障嗎？,https://www.ettoday.net/news/20181004/1272442.htm?from=pctaglist,2018-10-04 08:00,新聞業配已成為眾人眼中公開的秘密，卻也引來爭論：究竟置入性新聞是否受到新聞自由保障？大法官解釋說，對於商業性言論的保障，與其他種類的言論並無二致。媒體若能在報導時標明「業配」或「廣告」，或許比較不會與新聞自由和言論自由的保障產生扞格。
陳思傑／呱吉參選市議員，是來真的嗎？一個社群行銷人的觀點,https://www.ettoday.net/news/20180906/1252616.htm?from=pctaglist,2018-09-06 10:44,這篇想聊聊這次參選市議員的YouTuber呱吉，到底是不是來真的。我想用自己的眼睛去確認：一個網路重度使用者，可以怎麼做好「選民」這個角色？社群的資訊流通性、社群演算法造成的厚厚同溫層，真的有辦法幫助判斷該做怎樣的選擇嗎？
雷皓明／跟中天業務通話全程錄音，呱吉有犯法嗎？,https://www.ettoday.net/news/20180905/1252253.htm?from=pctaglist,2018-09-05 17:45,呱吉「民主開箱」錄下他與中天業務的通話內容，公開放上YouTube，有網友提出關於《刑法》妨害秘密罪的疑問：自己也是談話者就可以錄音嗎？呱吉有犯法嗎？律師為你解答。
果殼／呱吉大爆卦、中國時報敗訴兩件事 ─看媒體如何步入死亡？,https://www.ettoday.net/news/20180905/1252165.htm?from=pctaglist,2018-09-05 16:15,呱吉日前公布的影片引起騷動，內容就是中天電視業務將節目業配價碼在電話中報價，這不是新聞界不能說的秘密，卻是第一次以影片公開，赤裸裸攤開在世人面前。另外《中國時報》以編輯不配合撰寫業配文為由解聘，最近法院判決《中時》敗訴。本文將探討：新聞業配問題出在哪？與監督權的界線在哪？
子迂的蠹酸齋／呱吉爆卦：新聞業配政治的民主爭議,https://www.ettoday.net/news/20180905/1251961.htm?from=pctaglist,2018-09-05 11:59,很多人總相信書本上的文字和政客的謊言，認為媒體所有報導的新聞都有其中立性，所有的記者都應該要有基本的媒體道德，卻沒想過電視台的錢到底從哪來？靠著少少的第四台訂閱戶難道真的能夠養得了這麼多的記者、攝影、編輯和器材硬體嗎？
「呱吉」參選登記議員！邱威傑帶著20萬要台北民主政見開箱,https://www.ettoday.net/news/20180830/1247496.htm?from=pctaglist,2018-08-30 12:11,網路爆紅的知名Youtuber「呱吉」邱威傑30日前往台北市選委會正式登記參選松山、信義區議員。邱威傑表示，觀眾都在熱烈討論何時要出來參選，這次他帶著20萬現金來登記，同時也提出自己政見主軸「民主政見開箱城市。」
貼柯文哲冷屁股？呱吉邱威傑：只有魯蛇才會簽認同卡,https://www.ettoday.net/news/20180830/1247507.htm?from=pctaglist,2018-08-30 12:05,網路爆紅的知名Youtuber「呱吉」邱威傑30日前往台北市選委會正式登記參選松山、信義區議員。對於以無黨籍參選是否會簽台北市長柯文哲推出的「柯P認同卡」？邱威傑嗆說，「魯蛇才會簽柯P認同卡，所以絕對不會做這件事情。」
柯文哲喊「學姐陪吃飯」　呱吉：護航者很鳥,https://www.ettoday.net/news/20180802/1226335.htm?from=pctaglist,2018-08-02 16:44,日前台北市長柯文哲拍攝「一日幕僚」引發討論，影片至目前為止已經突破900萬點閱。眼見點閱即將破千萬，柯文哲建議抽獎讓幕僚小牛、「學姐」黃瀞瑩陪吃飯，卻挨轟「物化女性」，但仍有網友認為這番話沒什麼，讓網路紅人呱吉直言，這些護航的言論「很鳥」，雖然相信柯文哲不是惡意，但也絕對不樂見這樣的言論被鼓勵。
呱吉酸柯文哲「狂妄的白痴」　宣布參選議員「用一生督他」,https://www.ettoday.net/news/20180802/1225923.htm?from=pctaglist,2018-08-02 11:43,知名網紅呱吉日前拍影片，認為北市府在大佳河濱舉辦的國際電音派對《Unite with Tomorrowland》噪音太大，影響到周邊居民引起抱怨，呱吉認為台北市長柯文哲應該出面道歉，接著再拍影片宣布自己將參選台北市松山信義選區市議員，「要用我的一生去『督』他」，還以香港電影《東方三俠》台詞「中國不能一天沒有皇帝」暗諷柯文哲。
呱吉首次為手遊站台！《神式一閃 頂上決戰》今開放雙平台封測,https://www.ettoday.net/news/20180418/1153030.htm?from=pctaglist,2018-04-18 23:07,台灣碩網網路娛樂（又稱So-net ）於 4 月 18 日舉辦代理手機遊戲新作《神式一閃 頂上決戰》上市記者會，日本原廠 Applibot 董事黑岩忠嗣更特地遠從日本來台一同歡慶，同時知名 YouTuber「上班不要看」團隊也現身暢談合作契機與趣事，隨後官方團隊於現場宣佈，遊戲預定將在本日 18:00 起正式啟動 iOS 及 Android 不刪檔公測。
呱吉改名「邱議員」　洪健益酸：改成邱吉爾效果更好,https://www.ettoday.net/news/20180330/1141192.htm?from=pctaglist,2018-03-30 15:12,原名邱威傑的網紅「呱吉」，日前傳出將參選台北市議員，30日接受專訪時證實將參選松山信義區，還狂言要「打倒國民黨五個老白痴」。對此，松山信義區民進黨籍市議員洪健益表示，年滿20歲都有改名兩次的機會，他要改邱議員、邱總統、邱市長都可以，「一樣是80元，我建議邱議員改成『邱吉爾』效果會更好。」
網紅首參政！呱吉「邱議員」參選台北市議員：要打倒政壇老白痴,https://www.ettoday.net/news/20180330/1140868.htm?from=pctaglist,2018-03-30 14:54,網路直播主「呱吉」才把本名邱威傑改成「邱議員」，拍成影片直搗參選台北市議員的謠言，網友們看這齣笑呵呵卻看不懂到底要不要參選？他30日早上卻在廣播節目證實，將以無黨籍身分參選台北市松山、信義區市議員，憑藉「網紅」實力打破選舉老舊思維，預計下星期將成立官方網站；至於選舉政見，他目前僅表示打倒「國民黨的5個老白痴」未來會慢慢公布政見！
呱吉真的變成「邱議員」！投資競選經費80元　大秀證據影片曝光,https://www.ettoday.net/news/20180330/1140775.htm?from=pctaglist,2018-03-30 01:40,網路紅人「呱吉」近期傳出將參選台北市松山信義區議員。呱吉今在他經營的「上班不要看」頻道上PO出影片正式回應成為「邱議員」，但真相卻是去戶政事務所直接改名，讓網友笑翻。
不爽政論節目毀謗　柯文哲直播狂飆髒話：我平常講更多,https://www.ettoday.net/news/20180316/1131604.htm?from=pctaglist,2018-03-16 11:24,台北市長柯文哲15日晚上來到網紅「呱吉」的直播節目接受專訪，以「一個吃了誠實豆沙包的人生」暢談市政、心情等，當聊到有沒有遭到流言攻擊，柯文哲火力全開怒飆髒話，「最幹」、「媽的」什麼都來，表示每一個政論節目都在抹黑他，還直接點名政論節目《正晶限時批》在「練孝威」。
「呱吉」也來尬一角！AR解謎手遊《鎮山》配音陣容曝光,https://www.ettoday.net/news/20180205/1108226.htm?from=pctaglist,2018-02-05 23:21,AR 行動定位偵探解謎手機遊戲《鎮山》，是一款由來自美國紐約的台灣新創團隊 Toii（又稱踢歐哎哎實驗室）所打造的作品，遊戲目前已正式於 iOS 和 Android 雙平台推出。開發團隊在 2 月 5 日公開台灣人氣網路歌手「薛南」領銜演唱的遊戲主題曲「知了」MV，並宣布《鎮山》原聲帶專輯於 Spotify、KKBOX、iTunes 等國內外知名數位音樂平台同步發行。
台灣第一屆空氣性愛大賽！　「空幹王」出爐...港星也笑翻,https://www.ettoday.net/news/20171112/1050774.htm?from=pctaglist,2017-11-12 15:54,「空氣性愛（Air sex）」在國外已經盛行多年，由影片團隊「上班不要看」聯合「卡米地喜劇俱樂部」，在台灣舉辦了第一屆空氣性愛大賽。參賽者不分男女，各個發揮創意，最終由「佑子」奪下空幹王寶座。
谷阿莫到底哪裡錯？　網紅同行「牛排比喻」打臉超好懂,https://www.ettoday.net/news/20170426/912324.htm?from=pctaglist,2017-04-26 15:42,網路紅人谷阿莫以剪輯電影、連續劇濃縮劇情破梗，遭片商及串流平台提告未授權使用影片，違反《著作權法》，引發正反兩方的議論；同為網紅的呱吉（邱威傑）認為，谷阿莫即便取用原版內容的比例低，但再創作的比例更低，等於全部都是用到別人的心血結晶。
